triste,divertido,0.95,A,0.74,0.95,3.07,2.5,2,0.74,1,1.28
maravilloso,grandioso,8.05,A,0.7,8.05,1.82,1.81,1,0.7,1,1.05
culpable,avergonzado,6.38,A,0.69,6.38,2.36,1.74,1,0.69,1,0.47
hermoso,maravilloso,6.5,A,0.68,6.5,2.16,1.82,1,0.68,1,0.85
confiado,seguro,8.27,A,0.68,8.27,2.62,1.73,1,0.68,1,1.21
tonto,denso,7.27,A,0.68,7.27,2.36,3.14,2,0.68,1,0.43
,grande,9.55,A,0.68,9.55,3.37,3.66,2,0.68,1,0.44
agradable,cruel,0.67,A,0.49,0.67,2.18,2.11,1,0.49,1,1.53
impaciente,ansioso,6.03,A,0.47,6.03,2.38,1.68,1,0.47,1,1.22
grande,amplio,6.73,A,0.47,6.73,3.66,2.45,2,0.47,1,1.68
fuerte,orgulloso,3.17,A,0.42,3.17,3.14,2.07,2,0.42,0,1.46
innecesario,necesario,0.63,A,0.41,0.63,1.56,1.8,1,0.41,0,0.61
inquieto,joven,1.6,A,0.41,1.6,2.46,3.16,2,0.41,0,0.85
tonto,inteligente,0.75,A,0.37,0.75,2.36,2.46,1,0.37,0,1.5
malo,grandioso,0.35,A,0.35,0.35,1.68,1.81,1,0.35,0,1.49
dificil,simple,0.87,A,0.34,0.87,2.21,1.62,1,0.34,0,0.44
necesario,importante,7.37,A,0.34,7.37,1.8,2.14,1,0.34,0,1.36
malo,genial,0.65,A,0.28,0.65,1.68,2.07,1,0.28,0,1.43
loco,contento,1.45,A,0.28,1.45,2.76,2.36,1,0.28,0,1.17
honesto,culpable,1.18,A,0.27,1.18,1.66,2.36,1,0.27,0,1.68
fácil,complicado,0.52,A,0.27,0.52,2.07,2.5,1,0.27,0,1.87
fácil,flexible,4.1,A,0.27,4.1,2.07,2.64,1,0.27,0,1.08
cierto,seguro,8.42,A,0.23,8.42,1.68,1.73,1,0.23,0,1.29
esencial,necesario,8.97,A,0.21,8.97,1.52,1.8,1,0.21,0,1.11
diferente,normal,1.08,A,0.21,1.08,1.97,1.4,1,0.21,0,1.75
astuto,,7.25,A,0.21,7.25,2.03,1.79,1,0.21,0,1.41
crucial,importante,8.82,A,0.21,8.82,2.08,2.14,1,0.21,0,1.25
duro,cruel,8.18,A,0.21,8.18,2.23,2.11,1,0.21,0,1.66
infantil,bobo,5.5,A,0.21,5.5,2.52,1.84,1,0.21,0,1.45
escaso,raro,9.17,A,0.21,9.17,2.57,1.96,1,0.21,0,1.21
amigable,generoso,5.9,A,0.21,5.9,2.32,2.25,1,0.21,0,0.6
frágil,frígido,2.38,A,0.21,2.38,2.86,3.28,2,0.21,0,0.84
largo,estrecho,3.57,A,0.21,3.57,3.18,3.04,2,0.21,0,1.62
grande,pesado,6.18,A,0.21,6.18,3.66,3.37,2,0.21,0,1.54
áspero,frigido,2.47,A,0.21,2.47,3.83,3.28,2,0.21,0,1.37
bizarro,extraño,9.37,A,0.2,9.37,1.79,1.86,1,0.2,0,1.54
ilegal,inmoral,4.28,A,0.2,4.28,2.37,1.59,1,0.2,0,1.57
malo,culpable,4.2,A,0.2,4.2,1.68,2.36,1,0.2,0,1.47
moderno,antiguo,0.73,A,0.2,0.73,2.31,2.04,1,0.2,0,0.71
nuevo,antiguo,0.23,A,0.2,0.23,2.81,2.04,1,0.2,0,0.46
aburrido,divertido,0.55,A,0.2,0.55,2.37,2.5,1,0.2,0,1.76
feliz,joven,2,A,0.2,2,2.56,3.16,2,0.2,0,0.47
fácil,grande,1.12,A,0.2,1.12,2.07,3.66,2,0.2,0,1.22
grandioso,horrible,1.17,A,0.15,1.17,1.81,1.92,1,0.15,0,1.53
diminuto,gigante,0.6,A,0.15,0.6,3.11,3.54,2,0.15,0,0.59
cortés,adecuado,7.63,A,0.14,7.63,1.85,1.78,1,0.14,0,1.42
modesto,avergonzado,2.65,A,0.14,2.65,2.21,1.74,1,0.14,0,1
exótico,raro,8.05,A,0.14,8.05,2.11,1.96,1,0.14,0,0.93
tonto,,1.17,A,0.14,1.17,2.36,1.79,1,0.14,0,1.3
delicioso,maravilloso,8.65,A,0.14,8.65,2.38,1.82,1,0.14,0,1.29
notable,obvio,8.48,A,0.14,8.48,2.29,2.07,1,0.14,0,1.69
miedoso,ansioso,5.07,A,0.14,5.07,2.7,1.68,1,0.14,0,1.28
formal,adecuado,8.02,A,0.14,8.02,2.7,1.78,1,0.14,0,1.31
,aburrido,8.25,A,0.14,8.25,2.33,2.37,1,0.14,0,1.85
delicioso,alegre,6.58,A,0.14,6.58,2.38,2.34,1,0.14,0,1.56
infeliz,loca,5.95,A,0.14,5.95,2.04,2.76,1,0.14,0,1.36
triste,terrible,5.4,A,0.14,5.4,3.07,2.04,1,0.14,0,0.44
enfermo,loco,3.57,A,0.14,3.57,2.97,2.37,2,0.14,0,0.95
violento,enojado,6.98,A,0.14,6.98,3.1,2.53,2,0.14,0,1.55
cargado,pesado,5.9,A,0.14,5.9,2.96,3.37,2,0.14,0,1.28
sucio,barato,1.6,A,0.14,1.6,4.23,2.11,2,0.14,0,1.1
elástico,flexible,7.78,A,0.14,7.78,3.73,2.64,2,0.14,0,1.09
duro,denso,5.9,A,0.14,5.9,3.76,3.14,2,0.14,0,1
reciente,nuevo,7.05,A,0.13,7.05,2.5,2.81,2,0.13,0,1.05
audaz,orgulloso,3.97,A,0.12,3.97,2.43,2.07,1,0.12,0,1.36
astuto,extraño,1.97,A,0,1.97,2.03,1.86,1,0,0,1.07
extraño,astuto,2.07,A,0,2.07,1.86,2.03,1,0,0,0.51
tonto,raro,0.48,A,0,0.48,2.36,1.96,1,0,0,1.55
astuto,,0.58,A,0,0.58,2.03,2.5,1,0,0,1.01
genial,loco,0.4,A,0,0.4,2.07,2.76,1,0,0,0.86
modesto,flexible,0.98,A,0,0.98,2.21,2.64,1,0,0,1.89
fresco,amplio,0.4,A,0,0.4,1.97,3.06,1,0,0,1.41
gigante,tonto,0.48,A,0,0.48,3.54,2.36,2,0,0,0.91
grande,flexible,0.48,A,0,0.48,3.37,2.64,2,0,0,1.59
sucio,estrecho,0.3,A,0,0.3,4.23,3.04,2,0,0,0.89
esposa,marido,2.3,N,8.85,2.3,4.13,4.11,3,8.85,1,0.84
libro,texto,6.35,N,8.81,6.35,4.9,4.93,4,8.81,1,1.43
novio,novia,3.17,N,8.65,3.17,4.54,4.63,3,8.65,1,0.68
noche,día,1.88,N,8.19,1.88,4.52,3.92,3,8.19,1,1.17
sur,norte,2.2,N,7.72,2.2,3.84,4.14,3,7.72,1,0.59
avión,aeropuerto,3.65,N,7.57,3.65,4.92,4.87,4,7.57,1,1.07
tío,tía,5.5,N,7.46,5.5,4.24,4.17,3,7.46,1,1.63
caballo,yegua,8.33,N,7.4,8.33,5,4.75,4,7.4,1,0.73
inferior,superior,0.7,N,6.96,0.7,4.25,3.93,3,6.96,1,1.16
amigo,compañero,8.78,N,6.87,8.78,3.07,3.48,2,6.87,1,0.93
estudiante,alumno,9.35,N,6.83,9.35,4.92,4.55,3,6.83,1,1.11
mundo,globo,6.67,N,6.79,6.67,4.36,4.59,3,6.79,1,0.67
pierna,brazo,2.88,N,6.73,2.88,4.83,4.96,4,6.73,1,0.79
avión,jet,8.1,N,6.62,8.1,4.92,4.77,4,6.62,1,1.24
mujer,hombre,3.33,N,6.6,3.33,4.46,4.79,3,6.6,1,1.42
caballo,potro,7.07,N,6.54,7.07,5,4.96,4,6.54,1,0.84
actriz,actor,7.12,N,5.78,7.12,4.54,4.57,3,5.78,1,1.3
profesor,instructor,9.25,N,5.66,9.25,4.52,4.26,3,5.66,1,1.53
película,film,8.87,N,5.43,8.87,4.59,4.71,3,5.43,1,1.72
ave,halcón,7.85,N,5.29,7.85,5,4.93,4,5.29,1,0.91
palabra,diccionario,3.68,N,5.2,3.68,3.56,4.62,3,5.2,1,1.56
dinerio,salario,7.88,N,5.16,7.88,4.54,3.69,3,5.16,1,1.11
perro,gato,1.75,N,5.13,1.75,4.85,4.86,4,5.13,1,1.3
área,región,9.47,N,5.12,9.47,3.72,3.19,2,5.12,1,0.58
marina,ejército,6.43,N,5,6.43,3.93,4.7,3,5,1,0.53
libro,literatura,7.53,N,4.86,7.53,4.9,4.1,3,4.86,1,0.45
ropa,armario,3.27,N,4.83,3.27,4.76,4.83,4,4.83,1,1.29
atardecer,amanecer,2.47,N,4.8,2.47,4.54,4.69,3,4.8,1,1.12
niño,adulto,2.98,N,4.59,2.98,4.78,4.4,3,4.59,1,1.48
vaca,ganado,9.52,N,4.39,9.52,4.96,4.64,4,4.39,1,0.79
libro,historia,5.63,N,4.19,5.63,4.9,3.3,3,4.19,1,0.78
invierno,verano,2.38,N,3.96,2.38,3.84,3.64,3,3.96,1,0.47
taxi,cab,9.2,N,3.86,9.2,4.93,4.88,4,3.86,1,1.23
árbol,maple,5.53,N,3.67,5.53,5,4.46,3,3.67,1,1.19
cama,dormitorio,3.4,N,3.53,3.4,5,4.9,4,3.53,1,1.25
techo,,7.58,N,3.5,7.58,4.79,4.85,4,3.5,1,0.77
enfermedad,infección,7.15,N,3.45,7.15,3.45,4.1,3,3.45,1,1.08
brazo,hombro,4.85,N,3.35,4.85,4.96,4.93,4,3.35,1,1.81
oveja,cordero,8.42,N,3.33,8.42,4.9,4.97,4,3.33,1,1.51
dama,caballero,3.42,N,3.29,3.42,4.33,3.57,3,3.29,1,1.08
barco,anclaje,2.25,N,3.25,2.25,4.93,4.77,4,3.25,1,1.1
sacerdote,monje,6.28,N,3.23,6.28,4.77,4.35,3,3.23,1,0.61
pie,dedo,4.68,N,3.22,4.68,4.93,5,4,3.22,1,0.55
río,corriente,7.3,N,3.21,7.3,4.89,4.5,3,3.21,1,0.81
ira,furia,8.73,N,3.06,8.73,2.41,2.89,2,3.06,1,1.89
fecha,calendario,4.42,N,3.05,4.42,3.9,4.62,3,3.05,1,1.5
mar,océano,8.27,N,2.91,8.27,4.79,4.86,4,2.91,1,1.3
segundo,minuto,4.62,N,2.84,4.62,3.3,3.04,2,2.84,1,1.15
mano,pulgar,3.88,N,2.84,3.88,4.72,4.96,4,2.84,1,0.44
madera,tronco,7.3,N,2.79,7.3,4.85,4.96,4,2.79,1,0.87
barro,suciedad,7.32,N,2.76,7.32,4.86,4.86,4,2.76,1,0.48
pasillo,corredor,9.28,N,2.7,9.28,4.74,4.72,3,2.7,1,0.76
forma,manera,7.62,N,2.56,7.62,2.34,1.62,1,2.56,1,0.44
ratón,gato,1.12,N,2.56,1.12,4.83,4.86,4,2.56,1,1.02
policía,comisario,9.05,N,2.54,9.05,4.3,4.5,3,2.54,1,1.55
muerte,entierro,4.93,N,2.46,4.93,3.73,3.93,3,2.46,1,1.88
música,melodía,6.98,N,2.43,6.98,4.31,3.71,3,2.43,1,1.36
cerveza,alcohol,7.5,N,2.4,7.5,4.88,4.76,4,2.4,1,1.07
boca,labio,7.1,N,2.28,7.1,4.74,4.96,4,2.28,1,1.4
tormenta,huracán,6.38,N,2.27,6.38,4.7,4.59,3,2.27,1,0.9
impuesto,ingreso,2.38,N,2.25,2.38,3.89,3.07,2,2.25,1,1.15
flor,violeta,6.95,N,2.22,6.95,5,4.48,4,2.22,1,1.72
papel,cartón,5.38,N,2.2,5.38,4.93,4.9,4,2.2,1,1.22
piso,,1.73,N,2.18,1.73,4.8,4.85,4,2.18,1,0.97
playa,costa,8.33,N,2.15,8.33,4.79,4.63,3,2.15,1,0.47
caña,cortina,3.03,N,2.13,3.03,4.43,4.82,3,2.13,1,0.39
perro,zorro,2.38,N,2.13,2.38,4.48,4.97,3,2.13,1,1.36
calle,callejón,5.48,N,2.07,5.48,4.75,4.82,4,2.07,1,1.62
barco,cubierta,4.28,N,2.04,4.28,4.93,4.77,4,2.04,1,1.39
auto,cuerno,2.57,N,2.04,2.57,4.89,5,4,2.04,1,0.79
amigo,invitado,4.25,N,1.97,4.25,3.07,3.83,2,1.97,1,1.41
empleador,empleado,3.65,N,1.96,3.65,3.81,4.1,3,1.96,1,0.95
mano,muñeca,3.97,N,1.96,3.97,4.72,4.93,4,1.96,1,1.32
bola,cañón,2.58,N,1.96,2.58,5,4.79,4,1.96,1,1.82
alcohol,brandy,6.98,N,1.93,6.98,4.76,4.81,4,1.93,1,0.57
victoria,triunfo,8.98,N,1.9,8.98,2.55,2.17,1,1.9,1,0.94
telefono,cabina,3.63,N,1.88,3.63,4.96,4.42,3,1.88,1,1.1
puerta,portón,5.4,N,1.88,5.4,4.81,4.75,4,1.88,1,1.86
motel,posada,8.17,N,1.86,8.17,4.93,4.64,4,1.86,1,0.39
ropa,paño,5.47,N,1.82,5.47,4.76,4.9,4,1.82,1,1.43
bife,carne,7.47,N,1.81,7.47,4.96,4.9,4,1.81,1,1.34
uña,pulgar,3.55,N,1.76,3.55,4.93,4.96,4,1.76,1,1.16
banda,orquesta,7.08,N,1.75,7.08,4.68,4.79,4,1.75,1,1.36
libro,biblia,5,N,1.74,5,4.9,4.61,4,1.74,1,1.43
negocio,industria,7.02,N,1.73,7.02,3.28,3.29,2,1.73,1,1.1
invierno,temporada,6.27,N,1.71,6.27,3.84,3.32,2,1.71,1,1.76
década,siglo,3.48,N,1.64,3.48,3.19,2.83,2,1.64,1,1.36
alcohol,ginebra,8.65,N,1.64,8.65,4.76,4.46,3,1.64,1,1.17
sombrero,saco,2.67,N,1.62,2.67,4.88,4.97,4,1.62,1,1.76
ventana,puerta,3.33,N,1.56,3.33,4.86,4.81,4,1.56,1,1.6
brazo,muñeca,3.57,N,1.55,3.57,4.96,4.93,4,1.55,1,1.33
casa,apartamento,5.8,N,1.54,5.8,5,4.9,4,1.54,1,1.4
vidrio,cristal,6.27,N,1.52,6.27,4.82,4.58,3,1.52,1,1.48
vino,brandy,5.15,N,1.52,5.15,4.79,4.81,4,1.52,1,1.67
creador,fabricante,9.62,N,1.51,9.62,3.07,3.9,2,1.51,1,1.4
cena,desayuno,3.33,N,1.49,3.33,4.5,4.43,3,1.49,1,1.72
brazo,músculo,3.72,N,1.45,3.72,4.96,4.5,3,1.45,1,0.83
burbuja,espuma,8.57,N,1.42,8.57,4.6,4.59,3,1.42,1,1.59
pan,harina,3.33,N,1.42,3.33,4.92,4.97,4,1.42,1,1.25
muerte,tragedia,5.8,N,1.41,5.8,3.73,2.07,2,1.41,1,1.13
ausencia,presencia,0.4,N,1.38,0.4,2.31,2.72,1,1.38,1,1.5
arma,cañón,5.68,N,1.35,5.68,4.83,4.79,4,1.35,1,1.56
hierba,cuchilla,4.57,N,1.34,4.57,4.93,4.93,4,1.34,1,1.53
pelota,cesto,1.67,N,1.33,1.67,5,5,4,1.33,1,1.08
manguera,jardín,1.67,N,1.32,1.67,4.87,4.73,4,1.32,1,1.1
muchacho,niño,7.5,N,1.28,7.5,4.76,4.56,3,1.28,1,1.44
iglesia,coro,2.95,N,1.27,2.95,4.9,4.34,3,1.27,1,1.43
ropa,cajón,3.02,N,1.27,3.02,4.76,4.67,3,1.27,1,1.49
torre,campana,1.9,N,1.22,1.9,4.76,4.96,4,1.22,1,1.41
padre,progenitor,7.07,N,1.19,7.07,4.52,4.56,3,1.19,1,1.06
escuela,grado,4.42,N,1.18,4.42,4.79,3,3,1.18,1,1.32
padre,adulto,5.37,N,1.15,5.37,4.56,4.4,3,1.15,1,1.6
bar,cárcel,1.9,N,1.15,1.9,4.67,4.83,4,1.15,1,1.12
auto,autopista,3.4,N,1.15,3.4,4.89,4.72,4,1.15,1,1.77
diccionario,definición,6.25,N,1.14,6.25,4.62,3.07,3,1.14,1,1.06
puerta,sótano,1.97,N,1.13,1.97,4.81,4.68,4,1.13,1,1.47
ejército,legión,5.95,N,1.11,5.95,4.7,2.69,2,1.11,1,1.29
metal,aluminio,7.25,N,1.1,7.25,4.87,4.88,4,1.1,1,1.76
silla,banco,6.67,N,1.09,6.67,4.58,4.87,3,1.09,1,1.22
nube,niebla,6,N,1.05,6,4.54,4.66,3,1.05,1,1.04
niño,hijo,6.75,N,1.03,6.75,4.76,4.14,3,1.03,1,0.88
agua,hielo,6.47,N,1.03,6.47,5,4.89,4,1.03,1,1.66
cama,manta,3.02,N,1.02,3.02,5,5,4,1.02,1,1.48
,abogado,9.35,N,1.01,9.35,4.52,4.7,3,1.01,1,1.4
área,zona,8.33,N,0.97,8.33,3.72,3.07,2,0.97,1,0.89
negocio,empresa,9.02,N,0.97,9.02,3.28,4.11,3,0.97,1,0.47
ropa,tela,5.87,N,0.96,5.87,4.76,4.63,3,0.96,1,1.66
suéter,chaqueta,7.15,N,0.96,7.15,4.78,4.86,4,0.96,1,1.13
dinero,capital,6.67,N,0.95,6.67,4.54,4.1,3,0.95,1,0.97
mano,pie,4.17,N,0.95,4.17,4.72,4.9,4,0.95,1,1.41
alcohol,cóctel,6.73,N,0.93,6.73,4.76,4.4,3,0.93,1,1.2
,pulgada,3.78,N,0.93,3.78,4.82,4.37,3,0.93,1,1.4
molécula,átomo,6.45,N,0.92,6.45,3.27,3.34,2,0.92,1,1.56
lente,cámara,4.28,N,0.9,4.28,4.64,5,4,0.9,1,1.89
comida,cena,7.15,N,0.88,7.15,4.62,4.5,3,0.88,1,2
ojo,lágrima,3.55,N,0.88,3.55,4.9,4.56,3,0.88,1,1.48
dios,diablo,1.8,N,0.87,1.8,2.07,3.41,2,0.87,1,1.1
bucle,cinturón,3.1,N,0.87,3.1,4.26,4.9,3,0.87,1,1.74
rata,ratón,7.78,N,0.87,7.78,4.85,4.83,4,0.87,1,0.93
motor,,8.65,N,0.87,8.65,4.84,4.86,4,0.87,1,1.47
automóvil,táxi,7.42,N,0.87,7.42,4.89,4.88,4,0.87,1,1.15
gato,león,6.75,N,0.85,6.75,4.86,4.96,4,0.85,1,0.84
tamaño,magnitud,6.33,N,0.84,6.33,3.13,2.43,2,0.84,1,0.59
realidad,fantasía,1.03,N,0.83,1.03,1.72,1.59,1,0.83,1,0.89
puerta,portal,5.25,N,0.83,5.25,4.81,4.96,4,0.83,1,1.47
gato,mascota,5.95,N,0.82,5.95,4.86,4.71,4,0.82,1,1.41
estaño,aluminio,6.42,N,0.82,6.42,4.87,4.88,4,0.82,1,1.3
hueso,mandíbula,4.17,N,0.82,4.17,4.9,4.87,4,0.82,1,0.44
cereal,trigo,3.75,N,0.81,3.75,4.83,4.89,4,0.81,1,1.72
casa,llave,1.9,N,0.8,1.9,5,4.89,4,0.8,1,1.09
sangre,carne,4.28,N,0.79,4.28,4.86,4.59,3,0.79,1,1.74
puerta,pasillo,3.73,N,0.79,3.73,4.81,4.72,4,0.79,1,1.11
dios,espíritu,7.3,N,0.77,7.3,2.07,1.6,1,0.77,1,1.63
capacidad,competencia,7.62,N,0.77,7.62,1.93,1.78,1,0.77,1,0.84
abundancia,montón,8.97,N,0.77,8.97,2.21,2.39,1,0.77,1,1.02
sofá,silla,6.67,N,0.77,6.67,4.9,4.58,4,0.77,1,1.56
pared,ladrillo,4.68,N,0.77,4.68,4.86,4.83,4,0.77,1,1.16
cuerno,tambor,2.68,N,0.77,2.68,5,4.96,4,0.77,1,0.47
órgano,hígado,6.15,N,0.76,6.15,4.77,4.68,3,0.76,1,1.12
fuerza,fortaleza,7.07,N,0.74,7.07,2.96,2.32,2,0.74,1,0.8
frase,palabra,5.48,N,0.74,5.48,2.86,3.56,2,0.74,1,1.73
banda,desfile,3.92,N,0.74,3.92,4.68,4.54,3,0.74,1,1.74
estómago,cintura,5.9,N,0.74,5.9,4.89,4.72,4,0.74,1,1.49
nube,tormenta,5.6,N,0.73,5.6,4.54,4.7,3,0.73,1,1.47
alegría,orgullo,5,N,0.72,5,2.37,1.66,1,0.72,1,0.9
ruido,sonajero,6.17,N,0.72,6.17,3.52,4.07,3,0.72,1,1.33
lluvia,niebla,5.97,N,0.71,5.97,4.97,4.51,4,0.71,1,1.83
cerveza,bebida,5.42,N,0.71,5.42,4.88,4.6,4,0.71,1,1.34
hombre,tío,3.92,N,0.7,3.92,4.79,4.24,3,0.7,1,1.36
manzana,jugo,2.88,N,0.7,2.88,5,4.89,4,0.7,1,1.65
inteligencia,lógica,6.5,N,0.68,6.5,2.24,1.72,1,0.68,1,1.2
comunicación,lenguaje,7.47,N,0.68,7.47,2.9,2.35,2,0.68,1,1.09
,,6.83,N,0.68,6.83,4.58,4.69,3,0.68,1,0.39
mafia,multitud,7.85,N,0.67,7.85,3.88,4.52,3,0.67,1,1.2
,,8.83,N,0.67,8.83,4.79,4.21,3,0.67,1,1.53
alambre,cable,7.62,N,0.67,7.62,4.72,4.63,3,0.67,1,1.35
ave,pavo,6.58,N,0.67,6.58,5,4.89,4,0.67,1,1.6
cama,cuna,7.3,N,0.65,7.3,5,4.86,4,0.65,1,1.56
competencia,abilidad,7.5,N,0.63,7.5,1.78,1.81,1,0.63,1,0.6
nube,bruma,7.32,N,0.63,7.32,4.54,4.04,3,0.63,1,1.68
cena,comida,7.53,N,0.63,7.53,4.63,4.62,3,0.63,1,0.47
bar,jaula,2.8,N,0.63,2.8,4.67,5,4,0.63,1,0.51
agua,sal,1.3,N,0.63,1.3,5,4.89,4,0.63,1,0.94
sentido,intuición,7.68,N,0.62,7.68,2.61,1.67,1,0.62,1,1.24
situación,condición,6.58,N,0.61,6.58,2.03,2.15,1,0.61,1,1.41
crimen,robo,7.53,N,0.61,7.53,3.03,2.93,2,0.61,1,1.32
estilo,moda,8.5,N,0.61,8.5,2.67,3.43,2,0.61,1,0.87
frontera,borde,9.08,N,0.61,9.08,3.04,4.29,2,0.61,1,0.44
brazo,cuerpo,4.05,N,0.61,4.05,4.96,4.79,4,0.61,1,0.51
barco,coche,2.37,N,0.61,2.37,4.93,4.89,4,0.61,1,1.17
sándwich,almuerzo,6.3,N,0.58,6.3,4.9,4.31,3,0.58,1,1.53
novia,princesa,2.8,N,0.58,2.8,4.63,4.72,3,0.58,1,0.92
heroína,héroe,8.78,N,0.56,8.78,4.21,3.07,2,0.56,1,1.79
automóvil,medidor,1.13,N,0.56,1.13,4.89,4,3,0.56,1,1.47
insecto,abeja,6.07,N,0.55,6.07,4.89,4.88,4,0.55,1,1.34
cuna,,8.55,N,0.55,8.55,4.86,4.93,4,0.55,1,1.15
animal,persona,3.05,N,0.54,3.05,4.61,4.72,3,0.54,1,1.38
marihuana,hierba,6.5,N,0.54,6.5,4.89,4.57,3,0.54,1,0.59
cama,hospital,0.92,N,0.54,0.92,5,4.64,4,0.54,1,1.35
mejilla,lengua,4.52,N,0.54,4.52,4.83,4.93,4,0.54,1,0.47
disco,computadora,3.2,N,0.54,3.2,4.85,4.93,4,0.54,1,0.44
curva,ángulo,3.33,N,0.53,3.33,4.41,3.5,3,0.53,1,1.51
hierba,musgo,5,N,0.53,5,4.93,4.9,4,0.53,1,1.27
escuela,ley,1.13,N,0.52,1.13,4.79,2.57,2,0.52,1,1.49
pie,cabeza,2.3,N,0.52,2.3,4.9,4.75,4,0.52,1,0.62
madre,guardián,6.5,N,0.51,6.5,4.6,3.28,3,0.51,1,1.13
ortodoncista,dentista,8.27,N,0.51,8.27,4.43,4.93,3,0.51,1,1.47
alcohol,whiky,7.27,N,0.51,7.27,4.76,4.74,4,0.51,1,1.19
boca,diente,6.3,N,0.51,6.3,4.74,4.89,4,0.51,1,1.39
desayuno,tocino,4.37,N,0.5,4.37,4.43,4.9,3,0.5,1,1.46
baño,dormitorio,3.4,N,0.5,3.4,4.52,4.9,3,0.5,1,1.73
plato,tazón,5.23,N,0.5,5.23,4.77,4.87,4,0.5,1,1.46
carne,tocino,5.8,N,0.5,5.8,4.9,4.9,4,0.5,1,1.5
aire,helio,3.63,N,0.49,3.63,4.11,3.96,3,0.49,1,1.59
trabajador,empleador,5.37,N,0.49,5.37,4.59,3.81,3,0.49,1,1.4
cuerpo,pecho,4.45,N,0.49,4.45,4.79,4.93,4,0.49,1,1.45
hijo,padre,3.82,N,0.48,3.82,4.14,4.52,3,0.48,1,1.75
corazón,cirugía,1.08,N,0.48,1.08,4.52,4.34,3,0.48,1,1.07
mujer,secretaria,1.98,N,0.48,1.98,4.46,4.54,3,0.48,1,1.6
hombre,padre,4.83,N,0.48,4.83,4.79,4.52,3,0.48,1,1.62
playa,isla,5.6,N,0.48,5.6,4.79,4.96,4,0.48,1,0.39
historia,tema,5,N,0.47,5,3.3,2.59,2,0.47,1,1.7
juego,diversión,3.42,N,0.47,3.42,4.5,1.97,2,0.47,1,2.07
,semana,4,N,0.47,4,3.83,3.48,2,0.47,1,1.57
pareja,par,8.33,N,0.47,8.33,3.93,3.88,3,0.47,1,1.5
mujer,esposa,5.72,N,0.47,5.72,4.46,4.13,3,0.47,1,1.35
oveja,ganado,4.77,N,0.47,4.77,4.9,4.64,4,0.47,1,0.47
bolso,bolsa,8.33,N,0.47,8.33,4.9,4.9,4,0.47,1,1.39
